image_path,image_id,class_id,class_name,group,fold
/kaggle/input/aio-hutech/train\nấm mỡ\NM244.jpg,NM244,0,nấm mỡ,nm nen 4 mau,2
/kaggle/input/aio-hutech/train\nấm mỡ\NM245.jpg,NM245,0,nấm mỡ,nm nen 4 mau,2
/kaggle/input/aio-hutech/train\nấm mỡ\NM246.jpg,NM246,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM247.jpg,NM247,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM248.jpg,NM248,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM249.jpg,NM249,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM250.jpg,NM250,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM251.jpg,NM251,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM252.jpg,NM252,0,nấm mỡ,nm nen xanh crack,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM253.jpg,NM253,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM254.jpg,NM254,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM255.jpg,NM255,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM256.jpg,NM256,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM257.jpg,NM257,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM258.jpg,NM258,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM259.jpg,NM259,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM260.jpg,NM260,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM261.jpg,NM261,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM262.jpg,NM262,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM263.jpg,NM263,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM264.jpg,NM264,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM265.jpg,NM265,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM266.jpg,NM266,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM267.jpg,NM267,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM268.jpg,NM268,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM269.jpg,NM269,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM270.jpg,NM270,0,nấm mỡ,nm ngoi nha truc dien,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM271.jpg,NM271,0,nấm mỡ,nm ngoi nha truc dien,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM272.jpg,NM272,0,nấm mỡ,nm ngoi nha truc dien,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM273.jpg,NM273,0,nấm mỡ,nm ngoi nha truc dien,4
/kaggle/input/aio-hutech/train\nấm mỡ\NM274.jpg,NM274,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM275.jpg,NM275,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM276.jpg,NM276,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM277.jpg,NM277,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM278.jpg,NM278,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM279.jpg,NM279,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM280.jpg,NM280,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM281.jpg,NM281,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM282.jpg,NM282,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM283.jpg,NM283,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM284.jpg,NM284,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM285.jpg,NM285,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM286.jpg,NM286,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM287.jpg,NM287,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM288.jpg,NM288,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM289.jpg,NM289,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM290.jpg,NM290,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM291.jpg,NM291,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM292.jpg,NM292,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM293.jpg,NM293,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM294.jpg,NM294,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM295.jpg,NM295,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM296.jpg,NM296,0,nấm mỡ,nm nen ngoi nha,5
/kaggle/input/aio-hutech/train\nấm mỡ\NM297.jpg,NM297,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM298.jpg,NM298,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM299.jpg,NM299,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\nấm mỡ\NM300.jpg,NM300,0,nấm mỡ,nm dau trang nen 4 mau,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN001.jpg,BN001,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN002.jpg,BN002,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN003.jpg,BN003,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN004.jpg,BN004,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN005.jpg,BN005,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN006.jpg,BN006,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN007.jpg,BN007,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN008.jpg,BN008,1,bào ngư xám + trắng,bn nền đen,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN009.jpg,BN009,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN010.jpg,BN010,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN011.jpg,BN011,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN012.jpg,BN012,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN013.jpg,BN013,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN014.jpg,BN014,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN015.jpg,BN015,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN016.jpg,BN016,1,bào ngư xám + trắng,bn cánh quạt,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN017.jpg,BN017,1,bào ngư xám + trắng,bn cánh quạt,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN018.jpg,BN018,1,bào ngư xám + trắng,bn trên mền đuôi dài,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN019.jpg,BN019,1,bào ngư xám + trắng,bn cánh quạt,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN020.jpg,BN020,1,bào ngư xám + trắng,bn cánh quạt,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN021.jpg,BN021,1,bào ngư xám + trắng,bn trên mền đuôi dài,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN022.jpg,BN022,1,bào ngư xám + trắng,bn trên mền đuôi dài,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN023.jpg,BN023,1,bào ngư xám + trắng,bn trên mền đuôi dài,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN024.jpg,BN024,1,bào ngư xám + trắng,bào ngư nền trắng,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN025.jpg,BN025,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN026.jpg,BN026,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN027.jpg,BN027,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN028.jpg,BN028,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN029.jpg,BN029,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN030.jpg,BN030,1,bào ngư xám + trắng,bn cánh quạt,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN031.jpg,BN031,1,bào ngư xám + trắng,bn đặt trên mền,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN032.jpg,BN032,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN033.jpg,BN033,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN034.jpg,BN034,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN035.jpg,BN035,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN036.jpg,BN036,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN037.jpg,BN037,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN038.jpg,BN038,1,bào ngư xám + trắng,bn nhuq nấm,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN039.jpg,BN039,1,bào ngư xám + trắng,bn nhuq nấm,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN040.jpg,BN040,1,bào ngư xám + trắng,bn nhuq nấm,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN041.jpg,BN041,1,bào ngư xám + trắng,bn nhuq nấm,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN042.jpg,BN042,1,bào ngư xám + trắng,bn nhuq nấm,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN043.jpg,BN043,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN044.jpg,BN044,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN045.jpg,BN045,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN046.jpg,BN046,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN047.jpg,BN047,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN048.jpg,BN048,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN049.jpg,BN049,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN050.jpg,BN050,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN051.jpg,BN051,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN052.jpg,BN052,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN053.jpg,BN053,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN054.jpg,BN054,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN055.jpg,BN055,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN056.jpg,BN056,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN057.jpg,BN057,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN058.jpg,BN058,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN059.jpg,BN059,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN060.jpg,BN060,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN061.jpg,BN061,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN062.jpg,BN062,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN063.jpg,BN063,1,bào ngư xám + trắng,bn nền trắng có  vòi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN064.jpg,BN064,1,bào ngư xám + trắng,bn nhu dau,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN065.jpg,BN065,1,bào ngư xám + trắng,bn la thu,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN066.jpg,BN066,1,bào ngư xám + trắng,bn la thu,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN067.jpg,BN067,1,bào ngư xám + trắng,bn la thu,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN068.jpg,BN068,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN069.jpg,BN069,1,bào ngư xám + trắng,bn la thu,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN070.jpg,BN070,1,bào ngư xám + trắng,bn la thu,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN071.jpg,BN071,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN072.jpg,BN072,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN073.jpg,BN073,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN074.jpg,BN074,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN075.jpg,BN075,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN076.jpg,BN076,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN077.jpg,BN077,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN078.jpg,BN078,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN079.jpg,BN079,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN080.jpg,BN080,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN081.jpg,BN081,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN082.jpg,BN082,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN083.jpg,BN083,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN084.jpg,BN084,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN085.jpg,BN085,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN086.jpg,BN086,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN087.jpg,BN087,1,bào ngư xám + trắng,bn nen xam,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN088.jpg,BN088,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN089.jpg,BN089,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN090.jpg,BN090,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN091.jpg,BN091,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN092.jpg,BN092,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN093.jpg,BN093,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN094.jpg,BN094,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN095.jpg,BN095,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN096.jpg,BN096,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN097.jpg,BN097,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN098.jpg,BN098,1,bào ngư xám + trắng,bn xanh tren ban,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN099.jpg,BN099,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN100.jpg,BN100,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN101.jpg,BN101,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN102.jpg,BN102,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN103.jpg,BN103,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN104.jpg,BN104,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN105.jpg,BN105,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN106.jpg,BN106,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN107.jpg,BN107,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN108.jpg,BN108,1,bào ngư xám + trắng,bn vang nen den,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN109.jpg,BN109,1,bào ngư xám + trắng,bn xanh duong,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN110.jpg,BN110,1,bào ngư xám + trắng,bn xanh duong,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN111.jpg,BN111,1,bào ngư xám + trắng,bn xanh duong,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN112.jpg,BN112,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN113.jpg,BN113,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN114.jpg,BN114,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN115.jpg,BN115,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN116.jpg,BN116,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN117.jpg,BN117,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN118.jpg,BN118,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN119.jpg,BN119,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN120.jpg,BN120,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN121.jpg,BN121,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN122.jpg,BN122,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN123.jpg,BN123,1,bào ngư xám + trắng,bn nền xanh,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN124.jpg,BN124,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN125.jpg,BN125,1,bào ngư xám + trắng,bn xanh duong,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN126.jpg,BN126,1,bào ngư xám + trắng,bn nhu ngo,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN127.jpg,BN127,1,bào ngư xám + trắng,bn nhu ngo,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN128.jpg,BN128,1,bào ngư xám + trắng,bn nhu ngo,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN129.jpg,BN129,1,bào ngư xám + trắng,bn nhu ngo,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN130.jpg,BN130,1,bào ngư xám + trắng,bn nhu ngo,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN131.jpg,BN131,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN132.jpg,BN132,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN133.jpg,BN133,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN134.jpg,BN134,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN135.jpg,BN135,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN136.jpg,BN136,1,bào ngư xám + trắng,bn bi xe nat,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN137.jpg,BN137,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN138.jpg,BN138,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN139.jpg,BN139,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN140.jpg,BN140,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN141.jpg,BN141,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN142.jpg,BN142,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN143.jpg,BN143,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN144.jpg,BN144,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN145.jpg,BN145,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN146.jpg,BN146,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN147.jpg,BN147,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN148.jpg,BN148,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN149.jpg,BN149,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN150.jpg,BN150,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN151.jpg,BN151,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN152.jpg,BN152,1,bào ngư xám + trắng,bn vang,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN153.jpg,BN153,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN154.jpg,BN154,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN155.jpg,BN155,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN156.jpg,BN156,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN157.jpg,BN157,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN158.jpg,BN158,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN159.jpg,BN159,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN160.jpg,BN160,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN161.jpg,BN161,1,bào ngư xám + trắng,bn 1 quat nen den,1
